name,brewery_type,address,state,phone,website_url,country,region,division,longitude,latitude
Triple Crossing Brewing Company (Downtown),micro,113 S. Foushee St. Richmond Virginia 23220-5616,Virginia,8043991780,http://www.triplecrossingbeer.com,United States,South,South Atlantic,-77.4455177,37.5415927
Triple Crossing Brewing Company (Fullton),brewpub,5203 Hatcher St Richmond Virginia 23231-3199,Virginia,8044951955,http://www.triplecrossingbeer.com,United States,South,South Atlantic,-77.40752567,37.51296194
Triple Dog Brewing Company,micro,675 1st St W Havre Montana 59501-3415,Montana,4068798103,Not Available,United States,West,Mountain,-109.694577,48.55500303
Triple J Chophouse and Brew Co,brewpub,1807 Buddy Holly Ave Lubbock Texas 79401-5136,Texas,8067716555,http://www.triplejchophouseandbrewco.com,United States,South,West South Central,-101.8440375,33.578591100000004
Triple R Brewing,micro,916 NE 64th Street Seattle Washington 98115,Washington,2065793370,http://triplerbrewery.com,United States,West,Pacific,-122.3178868,47.675214700000005
Triple Rock Brewery and Alehouse,brewpub,1920 Shattuck Ave Berkeley California 94704-1022,California,5108432739,http://www.triplerock.com,United States,West,Pacific,-122.268746,37.873419
Triple Voodoo Brewing Co,micro,2245 3rd St San Francisco California 94107-3125,California,4155988811,http://www.triplevoodoo.com,United States,West,Pacific,-122.3884378,37.761161799999996
Triptych Brewing,micro,1703 Woodfield Dr Savoy Illinois 61874-9504,Illinois,2176071176,http://www.triptychbrewing.com,United States,Midwest,East North Central,-88.24927593,40.076856400000004
Triskelion Brewing Company,micro,340 7th Avenue East Hendersonville North Carolina 28792,North Carolina,8283887051,http://www.triskelionbrewing.com,United States,South,South Atlantic,-82.45789699,35.32060017
Trollingwood Taproom & Brewery,micro,707 Dickinson Ave Greenville North Carolina 27834-3147,North Carolina,2522106295,http://www.trollingwoodbrewery.com,United States,South,South Atlantic,-77.37544525,35.60994375
Troon Brewing,micro,130 Hopewell Rocky Hill Rd # 5 Hopewell New Jersey 08525-3111,New Jersey,Not Available,http://www.troonbrewing.com,United States,Northeast,Middle Atlantic,-74.75022889,40.3922451
Trophy Brewing Company,micro,656 Maywood Ave Raleigh North Carolina 27603-2340,North Carolina,9198034849,http://www.trophybrewing.com,United States,South,South Atlantic,-78.65744714,35.76136262
troubled waters brewing co.,contract,670 Main Street Safety Harbor Florida 34695,Florida,6303357890,http://www.troubledwatersbeer.com,United States,South,South Atlantic,-82.69391186,27.99073329
True North Ale Company,micro,116 County Rd Ipswich Massachusetts 01938-2501,Massachusetts,9783126473,http://www.TrueNorthAles.com,United States,Northeast,New England,-70.837236,42.669841
True Respite Brewing Company,micro,7301 Calhoun Pl Ste 600 Derwood Maryland 20855-2740,Maryland,3012848447,http://www.truerespite.com,United States,South,South Atlantic,-77.152035,39.108112
True Vine Brewing Company,micro,219 S Englewood Ave Tyler Texas 75702-6926,Texas,9036000124,http://www.truevinebrewing.com,United States,South,West South Central,-95.31600025,32.34866425
Trumer Brewery,regional,1404 4th St Berkeley California 94710-1323,California,5105261160,http://www.trumer-international.com,United States,West,Pacific,-122.30302649999999,37.87686526
Trusty Brewing Co.,brewpub,114 E Evergreen Blvd Vancouver Washington 98660-3219,Washington,3602580413,http://www.trustybrewing.com,United States,West,Pacific,-122.6707614,45.6289331
TTs Old Iron Brewery,micro,154 S Madison St Spokane Washington 99201-4542,Washington,Not Available,http://www.ttsoldironbrewery.com,United States,West,Pacific,-117.42816509999999,47.655248
Tuckahoe Brewing Co,micro,3092 English Creek Ave Egg Harbor Township New Jersey 08234-5245,New Jersey,6096452739,http://www.tuckahoebrewing.com,United States,Northeast,Middle Atlantic,-74.61365675,39.42606663
Tucker Brewing Company,micro,2003 S Bibb Dr Tucker Georgia 30084-6240,Georgia,8337522400,http://www.tuckerbrewing.com,United States,South,South Atlantic,-84.20758809,33.84269209
Tuckerman Brewing Co,micro,66 Hobbs St Conway New Hampshire 03818-1058,New Hampshire,6034475400,http://www.tuckermanbrewing.com,United States,Northeast,New England,-71.12983196,43.97582858
Tujax Tavern,brewpub,103 S Grove St Delton Michigan 49046-9470,Michigan,2696238310,Not Available,United States,Midwest,East North Central,-85.40799100000001,42.496258000000005
Tumbleweed Brewing and Wine Company,brewpub,124 S Main St Yuma Colorado 80759,Colorado,9706302818,http://www.tumbleweedbrewing.com,United States,West,Mountain,-102.7238865,40.12462759
Tuned Up Brewing Company,micro,135 N Main St Spring City Pennsylvania 19475-1874,Pennsylvania,6103063182,Not Available,United States,Northeast,Middle Atlantic,-75.54752163,40.17990279
Tunnel Vision Brewery,brewpub,5699 S Lake Shore Dr Harbor Springs Michigan 49740-9784,Michigan,2315263276,http://www.pondhill.com,United States,Midwest,East North Central,-85.065042,45.471828
Tupps Brewery,micro,721 Anderson St McKinney Texas 75069-7149,Texas,2147045039,http://www.tuppsbrewery.com,United States,South,West South Central,-96.61169549,33.18370422
Turnagain Brewing,micro,7920 King St Anchorage Alaska 99518-3058,Alaska,9076462337,https://www.turnagainbrewing.com,United States,West,Pacific,-149.878675,61.149440000000006
Turtle Anarchy Brewing Co,micro,5901 California Ave Ste 105 Nashville Tennessee 37209-1370,Tennessee,Not Available,http://www.turtleanarchy.com,United States,South,East South Central,-86.85861737,36.16458388
Turtle Stack Brewery,micro,125 2nd St S La Crosse Wisconsin 54601-3206,Wisconsin,6085192284,http://www.turtlestackbrewery.com,United States,Midwest,East North Central,-91.25393659999999,43.81301528
Turtle Swamp Brewing,micro,3377 Washington St Jamaica Plain Massachusetts 02130-2617,Massachusetts,6175220038,http://www.turtleswampbrewing.com,United States,Northeast,New England,-71.11236679999999,42.301459200000004
TUYA SuperBrewing Co.,planning,Not Available Santa Cruz California 95062-1411,California,8444878892,http://www.tuyasuperbrew.com,United States,West,Pacific,-122.0297182,36.974201
TW Pitchers Brewing Co,contract,1329 17th Ave San Francisco California 94122-1912,California,4159992009,http://www.twpitchers.com,United States,West,Pacific,-122.47504860000001,37.76307771
Twain's Brewpub & Billiards,brewpub,211 E Trinity Pl Decatur Georgia 30030-3414,Georgia,4043730063,http://www.twains.net,United States,South,South Atlantic,-84.294616,33.77228
Twenty Below Brewing @ Twenty Tap,brewpub,5406 N College Ave Indianapolis Indiana 46220-3126,Indiana,3176028840,http://www.twentytap.com,United States,Midwest,East North Central,-86.14491740000001,39.80956870000001
Twenty-Six Acres Brewing Company,micro,7285 Westwinds Blvd NW Concord North Carolina 28027-3310,North Carolina,9802772337,http://www.26acres.com,United States,South,South Atlantic,-80.72192703,35.38617748
TwentyNine Brewpub,brewpub,1775 Marion-Waldo Rd Marion Ohio 43302,Ohio,7407514586,Not Available,United States,Midwest,East North Central,-83.1163533,40.55509204
Twin Creeks Brewing Company,micro,111 S Pollard St Vinton Virginia 24179-2414,Virginia,5404000882,http://www.twincreeksbrewing.com,United States,South,South Atlantic,-79.8974689,37.28075143
Twin Leaf Brewery,micro,144 Coxe Ave Asheville North Carolina 28801-4026,North Carolina,8283332221,http://www.twinleafbrewery.com,United States,South,South Atlantic,-82.55454185,35.58942485
Twin Oast Brewing,brewpub,3630 NE Catawba Rd Catawba Island Ohio 43452,Ohio,4195736126,http://www.twinoast.com,United States,Midwest,East North Central,-82.832581,41.578044
Twin Peaks Brewery,micro,1500 Market Place Blvd Irving Texas 75063,Texas,4699642921,http://twinpeaksrestaurants.com/brewery,United States,South,West South Central,-96.96767266,32.91862635
Twin Sisters Brewing Company,brewpub,500 Carolina St Bellingham Washington 98225-4106,Washington,3609226700,https://www.twinsistersbrewing.com,United States,West,Pacific,-122.468971,48.760265000000004
Twisted Ales Craft Brewing Co.,micro,212 W 6th St Richmond Virginia 23224-2349,Virginia,8042309439,http://www.twistedales.com,United States,South,South Atlantic,-77.44204090000001,37.5259842
Twisted Barley Brewing Company,micro,520 19th St W Jasper Alabama 35501-5351,Alabama,2052653253,Not Available,United States,South,East South Central,-87.28338000000001,33.832359000000004
Twisted Cypress Brewing Company,micro,1897 Sam Rittenberg Blvd Charleston South Carolina 29407-4870,South Carolina,8436081899,http://www.twistedcypressbrewingco.com,United States,South,South Atlantic,-80.0219063,32.79905412
Twisted Hippo,contract,2925 W Montrose Ave Chicago Illinois 60618-1403,Illinois,7088447768,http://Www.twistedhippo.com,United States,Midwest,East North Central,-87.7019463,41.961125
Twisted Rail Brewing Company,micro,169 Lakeshore Dr Canandaigua New York 14424-2309,New York,5853960683,http://www.twistedrailbrewing.com,United States,Northeast,Middle Atlantic,-77.262436,42.87507
Twisted Roots Brewing,micro,3690 Forest Park Ave Saint Louis Missouri 63108,Missouri,3144496363,http://www.twistedrootsbrewing.com,United States,Midwest,West North Central,-90.238117,38.637188
Twisted Spike Brewing Company,micro,1 NW 10th St Oklahoma City Oklahoma 73103-4901,Oklahoma,4052979961,http://twistedspike.com,United States,South,West South Central,-97.6785729,35.4787783
Twisted Vine Brewery,micro,3320 Westown Pkwy West Des Moines Iowa 50266-1111,Iowa,5157202940,http://www.twistedvinebrewery.com,United States,Midwest,West North Central,-93.7489517,41.5936597
Two Bandits Brewing Company,brewpub,106 E High St Hicksville Ohio 43526,Ohio,4195421087,Not Available,United States,Midwest,East North Central,-84.76170108,41.29361163
Two Brothers Scottsdale Tap House and Brewery,brewpub,4321 N Scottsdale Rd Scottsdale Arizona 85251-3329,Arizona,4803783001,Not Available,United States,West,Mountain,-111.92549550000001,33.658427
Two Dude Brew,planning,Not Available Clearlake California 95422-8159,California,7075337600,Not Available,United States,West,Pacific,-122.62637279999998,38.9582307
Two Fathers Beer Co,contract,2016 Belvidere Rd Virginia Beach Virginia 23454-2233,Virginia,7573092518,http://www.twofathersbeer.com,United States,South,South Atlantic,-76.0389065,36.86874825
Two Frogs Brewing Company,micro,151 E Tarpon Ave Tarpon Springs Florida 34689-3451,Florida,7279406077,Not Available,United States,South,South Atlantic,-82.75503088,28.14632482
Two Gramps Brewing,brewpub,266 Water St Gardiner Maine 4345,Maine,2075920776,http://www.twogrampsbrewing.com,United States,Northeast,New England,-69.77292634,44.22957832
Two Henrys Brewing Company,micro,5210 Thonotosassa Rd Plant City Florida 33565-5700,Florida,8137529100,Not Available,United States,South,South Atlantic,-82.13668359999998,28.0158875
Two Kilts Brewing,micro,14841 SW Tualatin Sherwood Rd Ste 501 Sherwood Oregon 97140-7127,Oregon,5036251700,http://www.twokiltsbrewing.com,United States,West,Pacific,-122.83088020000001,45.36773305
Two Monks Brewing Company,micro,352 Massillon Rd Akron Ohio 44312-2021,Ohio,2347382337,http://www.2monksbru.com,United States,Midwest,East North Central,-81.46292368,41.05205025
Two Plumbers Brewery and Arcade,micro,2236 1st Capitol Dr Saint Charles Missouri 63301,Missouri,6362248626,http://www.twoplumbers.com,United States,Midwest,West North Central,-90.51179499999999,38.791625
Two Rascals Brewing Co,micro,147 N 1st St Montrose Colorado 81401-3601,Colorado,9702498689,http://www.tworascalsbrewing.com,United States,West,Mountain,-107.8800003,38.4788199
Two Rivers Brewing Co,brewpub,542 Northampton St Easton Pennsylvania 18042-3517,Pennsylvania,6108291131,http://www.tworiversbrewing.com,United States,Northeast,Middle Atlantic,-75.214292,40.69072655
Two Roads Brewing Co,regional,1700 Stratford Ave Stratford Connecticut 06615-6419,Connecticut,2033352010,http://www.tworoadsbrewing.com,United States,Northeast,New England,-73.151247,41.184374
Two Rows Restaurant and Brewery - Allen,contract,711 Central Expy S Allen Texas 75013-8012,Texas,9723968670,http://www.tworows.com/,United States,South,West South Central,-96.67987289,33.0921542
Two Tides Brewing Company,micro,12 West 41st St Savannah Georgia 31401,Georgia,9126670706,http://www.twotidesbrewing.com,United States,South,South Atlantic,-81.10216092,32.054127
Two Ton Brewing,micro,730 Federal Ave Kenilworth New Jersey 7033,New Jersey,Not Available,http://www.twotonbrewing.com,United States,Northeast,Middle Atlantic,-74.28663992,40.67871822
Two22 Brew,micro,4550 S Reservoir Rd Centennial Colorado 80015-2878,Colorado,7203289038,http://www.two22brew.com,United States,West,Mountain,-104.7601698,39.63429093
TwoDEEP Brewing,brewpub,714 N Capitol Ave Indianapolis Indiana 46204-1114,Indiana,3176531884,http://www.twodeepbrewing.com,United States,Midwest,East North Central,-86.161428,39.777426
TwoGuys Brewing,brewpub,2356 Porter St SW Wyoming Michigan 49519,Michigan,6165529690,http://www.twoguysbrewing.beer,United States,Midwest,East North Central,-85.72355013,42.92114925
Tyranena Brewing Co,micro,1025 Owen St Lake Mills Wisconsin 53551-0736,Wisconsin,9206488699,http://www.tyranena.com,United States,Midwest,East North Central,-88.8965312,43.0861774
"U4ic Brewing, Inc.",micro,23436 Union Trl Ste 1 Belle Plaine Minnesota 56011-9008,Minnesota,9528733303,http://www.u4icbrewing.com,United States,Midwest,West North Central,-93.80170009999999,44.62322460000001
Uberbrew,brewpub,2305 Montana Ave Billings Montana 59101-2421,Montana,4065346960,http://uberbrewmt.com,United States,West,Mountain,-108.4990456,45.78417106
Ukiah Brewing Co,brewpub,102 S State St Ukiah California 95482-4903,California,7074685898,http://www.ukiahbrewingco.com,United States,West,Pacific,-123.20763829999999,39.14945851
Ulele Spring Brewery,brewpub,1810 N Highland Ave Tampa Florida 33602-2605,Florida,Not Available,Not Available,United States,South,South Atlantic,-82.46281904,27.9599097
Uncle Billy's Brewery,micro,1530 Barton Springs Rd Austin Texas 78704-1013,Texas,5124760100,http://www.unclebillys.com,United States,South,West South Central,-97.76126939,30.262109000000002
Uncle Ernies Bayfront Grill & Brew House,contract,1151 Bayview Ave Panama City Florida 32401-1452,Florida,8507638427,http://uncleerniesbayfrontgrill.com/welcome/,United States,South,South Atlantic,-85.702765,30.1698125
Under The Radar Brewery,micro,1506 Truxillo St Houston Texas 77004-3960,Texas,7133202766,http://www.undertheradarbrewery.com,United States,South,West South Central,-95.37594109999999,29.734211300000002
Under the Rose Brewing Company MidTown Location,brewpub,1041 S Virginia St Reno Nevada 89502,Nevada,Not Available,Not Available,United States,West,Mountain,-119.8072604,39.51387478
Under the Rose Brewing Company,micro,559 E 4th St Reno Nevada 89512-3317,Nevada,7756576619,Not Available,United States,West,Mountain,-119.8063947,39.5315258
Underground Brewing Co.,brewpub,3940 Broad St # 7415 San Luis Obispo California 93401-7017,California,Not Available,Not Available,United States,West,Pacific,-120.6420324,35.2493387
Union Bear Brewing Co.,brewpub,5880 State Highway 121 Ste 101 Plano Texas 75024,Texas,2142972337,http://www.unionbear.com,United States,South,West South Central,-96.8494045,33.083071999999994
Union Pizza & Brewing Co,brewpub,114 S Union Ave Fergus Falls Minnesota 56537-,Minnesota,2189988888,http://www.unionpizzaandbrewing.com,United States,Midwest,West North Central,-96.07792093,46.28264407
Uniontown Brewing Co.,brewpub,105 W Main St Ashland Ohio 44805-2221,Ohio,4199088542,http://www.uniontownbrewing.com,United States,Midwest,East North Central,-82.31638932,40.868623799999995
Unknown Brewing Company,micro,1327 S Mint St Charlotte North Carolina 28203-4121,North Carolina,9802372628,http://www.unknownbrewing.com,United States,South,South Atlantic,-80.85754190000002,35.220512899999996
Unlawful Assembly Brewing Company,brewpub,7800 Windrose Ave Plano Texas 75024-0114,Texas,9728967668,http://www.unlawfulassembly.com,United States,South,West South Central,-96.82678890000001,33.078317
Unmapped Brewing Co.,micro,14625 Excelsior Blvd Minnetonka Minnesota 55345-6605,Minnesota,9525009622,http://www.unmappedbrewing.com,United States,Midwest,West North Central,-93.46551151,44.90425928
Unruly Brewing Company,micro,360 W Western Ave Muskegon Michigan 49440-1273,Michigan,2312881068,http://www.unrulybrewing.com,United States,Midwest,East North Central,-86.25381541,43.23504367
Untold Brewing,micro,6 Old Country Way Scituate Massachusetts 02066-3773,Massachusetts,7813780559,http://www.untoldbrewing.com,United States,Northeast,New England,-70.74750286,42.18080776
Upland Brewing Co - Bloomington Brewpub,regional,350 W 11th St Bloomington Indiana 47404-3720,Indiana,8123362337,http://www.uplandbeer.com,United States,Midwest,East North Central,-86.53747927,39.173423
Upper Hand Brewery,micro,3525 Airport Rd Escanaba Michigan 49829-1096,Michigan,2693822338,http://www.upperhandbrewery.com,United States,Midwest,East North Central,-87.097528,45.7164279
Upright Brewing Co,micro,240 N Broadway Ste 2 Portland Oregon 97227-1880,Oregon,Not Available,http://www.uprightbrewing.com,United States,West,Pacific,-122.67033229999998,45.5346842
Uproar Brewing,brewpub,439 S 1st St San Jose California 95113-2816,California,4086732266,http://www.uproarbrewing.com,United States,West,Pacific,-121.88563729999998,37.32939189
Upslope Brewing Company - Flatiron Park,micro,1898 S Flatiron Ct Ste 110 Boulder Colorado 80301-2860,Colorado,Not Available,http://www.upslopebrewing.com,United States,West,Mountain,-105.21831359999999,40.0203098
Upstream Brewing Co (#1),brewpub,514 S 11th St Omaha Nebraska 68102-2808,Nebraska,4023440200,http://www.upstreambrewing.com,United States,Midwest,West North Central,-95.9308408,41.254710700000004
Uptown Market Brewing,micro,6620 SW Scholls Ferry Rd Portland Oregon 97223-7166,Oregon,5033364783,http://www.uptownmarketpdx.com,United States,West,Pacific,-122.7423002,45.4958797
Urban Artifact,micro,1660 Blue Rock St Cincinnati Ohio 45223-2554,Ohio,Not Available,http://www.artifactbeer.com,United States,Midwest,East North Central,-84.54196282,39.160782700000006
Urban Chestnut Brewing Co,regional,4465 Manchester Ave Saint Louis Missouri 63110-2113,Missouri,3142220143,http://www.urbanchestnut.com,United States,Midwest,West North Central,-90.261143,38.626661999999996
Urban Comfort Restaurant and Brewery,brewpub,2601 Central Ave Saint Petersburg Florida 33713-8722,Florida,7272018157,http://www.urbancomfortstpete.com,United States,South,South Atlantic,-82.668678,27.771098
Urban Family Brewing,micro,4441 26th Ave W Seattle Washington 98199-1218,Washington,2069468533,http://www.urbanfamilybrewing.com,United States,West,Pacific,-122.3902975,47.6605861
Urban Growler Brewing Co,brewpub,2325 Endicott St Saint Paul Minnesota 55114-1223,Minnesota,6513405793,http://www.urbangrowlerbrewing.com,United States,Midwest,West North Central,-93.19284766,44.970139200000006
Urban Harvest Brewing Company,micro,1024 S 5th St Milwaukee Wisconsin 53204-1733,Wisconsin,4142494074,http://www.urbanharvestbrewing.com,United States,Midwest,East North Central,-87.91672749,43.02080941
Urban Lodge Brewery,brewpub,415 N Benton Dr Sauk Rapids Minnesota 56379-1534,Minnesota,3202815454,http://urbanlodgebrewery.com,United States,Midwest,West North Central,-94.1628025,45.58571953
Urban Research Brewery,brewpub,4501 Manchester Ave Saint Louis Missouri 63110-2113,Missouri,3144740935,http://www.urbpizzaandbeer.com,United States,Midwest,West North Central,-90.274034,38.627933
Urban Roots Brewing,brewpub,1322 V St Sacramento California 95818-1418,California,9167063741,http://www.urbanrootsbrewing.com,United States,West,Pacific,-121.49459080000001,38.56579627
Urban South Brewery,micro,1645 Tchoupitoulas St New Orleans Louisiana 70130-1852,Louisiana,Not Available,http://www.urbansouthbrewery.com,United States,South,West South Central,-90.06666070000001,29.9296799
Urban Village Brewing Company,brewpub,1001 N 2nd St Philadelphia Pennsylvania 19123-1612,Pennsylvania,2676871961,http://www.urbanvillagebrewing.com,United States,Northeast,Middle Atlantic,-75.14002370000001,39.9662701
Urbanrest Brewing Company,micro,2615 Wolcott St Ferndale Michigan 48220-1422,Michigan,Not Available,http://www.urbanrest.com,United States,Midwest,East North Central,-83.1274188,42.4679929
Urge Gastropub & Common House/Mason Ale Works,brewpub,255 Redel Rd San Marcos California 92078-4347,California,Not Available,Not Available,United States,West,Pacific,-117.158627,33.135678999999996
US Beer Brewers At the Cellar Door,brewpub,17 W Cayuga St Oswego New York 13126-4000,New York,3152072381,http://www.usbeerbrewers.beer,United States,Northeast,Middle Atlantic,-76.51260925,43.45769813
Utah Brewers Cooperative,regional,1735 S 300 W Salt Lake City Utah 84115-1802,Utah,8014668855,http://www.wasatchbeers.com,United States,West,Mountain,-111.89931990000001,40.73267145
Ute Pass Brewing Co,brewpub,209 E Midland Ave Woodland Park Colorado 80863-3101,Colorado,7196868722,http://www.utepassbrewingcompany.com,United States,West,Mountain,-105.05133570000001,38.9944899
Utility Brewing Company,brewpub,206 N. Vienna Street Ruston Louisiana 71270,Louisiana,Not Available,http://www.utilitybrewing.com,United States,South,West South Central,-92.63790404,32.52986335
Uturn BBQ,brewpub,599 Crossing Dr Lafayette Colorado 80026-1797,Colorado,3039936033,http://www.uturnbbq.com,United States,West,Mountain,-105.10161629999999,40.003530700000006
V's Restaurant and Brewpub,brewpub,3461 Main St Keokuk Iowa 52632-2227,Iowa,3193138384,Not Available,United States,Midwest,West North Central,-91.40894211,40.42055614
Vallensons Brewing Co.,micro,4081 Rice Drier Road Pearland Texas 77581,Texas,2817054063,http://www.vallensons.com,United States,South,West South Central,-95.28716205,29.57569295
Valley Brewing Co,micro,3215 River Rd Yakima Washington 98902-1142,Washington,5099495944,http://www.valleybrewingco.com,United States,West,Pacific,-120.553068,46.618456
Valley House Brewing,brewpub,16111 Main St NE Duvall Washington 98019-8490,Washington,4253186363,http://www.valleyhousebrewing.com,United States,West,Pacific,-121.98588459999999,47.74315286
Valley River Brewery & Eatery,brewpub,71 Tennessee St Murphy North Carolina 28906-2938,North Carolina,8288372337,http://www.valleyriverbrewery.com,United States,South,South Atlantic,-84.03520817,35.08890404
Vander Mill,brewpub,505 Ball Ave NE Grand Rapids Michigan 49503-2011,Michigan,6162598828,http://www.vandermill.com,United States,Midwest,East North Central,-85.6305954,42.9712724
Vanessa House Beer Company,micro,118 NW 8th St Oklahoma City Oklahoma 73107-5723,Oklahoma,4057249330,http://www.vanessahousebeerco.com,United States,South,West South Central,-97.515375,35.475896
Vanguard Brewing Company,micro,27501 SW 95th Ave Ste 945 Wilsonville Oregon 97070-5705,Oregon,5039293774,http://www.vanguardbrewing.com,United States,West,Pacific,-122.7733742,45.321158200000006
Vanished Valley Brewing Company,micro,782 Center Street Ludlow Massachusetts 1056,Massachusetts,4132710503,http://www.vanishedvalley.com,United States,Northeast,New England,-72.47021639,42.18292741
VanMax Brewing Company LLC,micro,103 N Phelps St Decatur Michigan 49045-1008,Michigan,2692171720,http://www.vanmaxbrewing.com,United States,Midwest,East North Central,-85.97454749,42.10876694
Variant Brewing Company,micro,66 Norcross St Roswell Georgia 30075-3866,Georgia,6782428189,Not Available,United States,South,South Atlantic,-84.35907858,34.02576775
Varietal Beer Company,micro,416 E Edison Ave Sunnyside Washington 98944-1459,Washington,5093074622,http://www.varietalbeer.com,United States,West,Pacific,-120.01576840000001,46.32370319
Vasen Brewing Company,micro,3331 Moore St Richmond Virginia 23230-4423,Virginia,8045885678,http://www.vasenbrewing.com,United States,South,South Atlantic,-77.45177790000001,37.5574905
Vecino Brewing,brewpub,300 E Main St Carrboro North Carolina 27510-2359,North Carolina,9196495101,http://www.vecinobrewing.com,United States,South,South Atlantic,-79.0689722,35.9100127
Venice Ale House Brewing Co,contract,2 Rose Ave Venice California 90291-2411,California,3103148253,http://www.venicealehouse.com,United States,West,Pacific,-118.480274,33.994634000000005
Venice Duck Brewery,contract,Not Available Venice California 90291-3833,California,3103834927,http://www.veniceduckbrewery.com,United States,West,Pacific,-118.4668875,33.995044
Ventura Coast Brewing Company,micro,76 S Oak St Ventura California 93001-2702,California,8056678640,http://www.vcbc.beer,United States,West,Pacific,-119.2945588,34.27988394
Verboten Brewing,micro,127 E 5th St Loveland Colorado 80537-5503,Colorado,9707757371,http://www.verbotenbrewing.com,United States,West,Mountain,-105.0749674,40.39658612
Verdugo West Brewing Company,micro,156 W Verdugo Ave Burbank California 91502-2132,California,8188415040,http://www.verdugowestbrewing.com,United States,West,Pacific,-118.3103682,34.17375015
Vermont Pub and Brewery,brewpub,144 College St Burlington Vermont 05401-8416,Vermont,8028650500,http://www.vermontbrewery.com,United States,Northeast,New England,-73.2143746,44.4772683
Vernal Brewing Company,micro,510 E Main St Vernal Utah 84078-2700,Utah,4357812337,http://www.vernalbrewingcompany.com,United States,West,Mountain,-109.51617009999998,40.45578612
Veteran Brothers Brewing Company,brewpub,21 N Parish Ave Johnstown Colorado 80534,Colorado,9705876786,https://www.facebook.com/veteranbrothersbrew,United States,West,Mountain,-104.9061919,40.33713
Veterans United Craft Brewery,micro,8999 Western Way Ste 104 Jacksonville Florida 32256,Florida,9042533326,http://www.vubrew.com,United States,South,South Atlantic,-81.5570848,30.2008038
Veza Sur Brewing Co,large,55 NW 25th St Miami Florida 33127-4415,Florida,Not Available,Not Available,United States,South,South Atlantic,-80.19614871,25.80089733
Vicious Fishes Brewery,micro,219 Fish Dr Angier North Carolina 27501-6077,North Carolina,9196393369,http://www.viciousfishes.com,United States,South,South Atlantic,-78.749408,35.507540999999996
Victor 23 Craft Brewery,brewpub,2905 St Johns Blvd Vancouver Washington 98661-3718,Washington,3609845413,http://www.Victor23.com,United States,West,Pacific,-122.6464236,45.642630600000004
Vierling Restaurant & Marquette Harbor Brewery,brewpub,119 S Front St Marquette Michigan 49855-4642,Michigan,9062283533,http://www.thevierling.com,United States,Midwest,East North Central,-87.3928955,46.5425586
Viking Brewpub,brewpub,211 E Main St Stoughton Wisconsin 53589-1700,Wisconsin,6087195041,Not Available,United States,Midwest,East North Central,-89.21882420000001,42.9166357
Village Idiot Brewing Company,micro,42 High St Mount Holly New Jersey 08060-1702,New Jersey,6099759270,http://www.villageidiotbrewing.com,United States,Northeast,Middle Atlantic,-74.78801924,39.99417605
Village Vintner Winery & Brewery,brewpub,2380 Esplanade Dr Ste 100 Algonquin Illinois 60102-5450,Illinois,8476584900,http://www.thevillagevintner.com,United States,Midwest,East North Central,-88.33838098,42.14408948
Vine Park Brewing Co,micro,1254 7th St W Saint Paul Minnesota 55102-4123,Minnesota,6512281355,http://www.vinepark.com,United States,Midwest,West North Central,-93.16550009999999,44.9040455
Vine Street Pub & Brewery,brewpub,1700 Vine St Denver Colorado 80206-1120,Colorado,3033882337,http://www.mountainsunpub.com,United States,West,Mountain,-104.96274209999999,39.7434087
Vino's Pizza Pub Brewery,brewpub,923 W 7th St Little Rock Arkansas 72201-4005,Arkansas,5013758466,http://www.vinosbrewpub.com,United States,South,West South Central,-92.28140212,34.743439200000005
Vintage Brewing Co,brewpub,674 S Whitney Way Madison Wisconsin 53711-1035,Wisconsin,6082042739,http://www.vintagebrewingco.com,United States,Midwest,East North Central,-89.47266345,43.05171633
Vintage Brewing Co,brewpub,600 Water Street Sauk City Wisconsin 53583,Wisconsin,6082042739,Not Available,United States,Midwest,East North Central,-89.7180892,43.2820804
"Vinyl Brewing Company, LLC",micro,300B 12th St Hammonton New Jersey 08037-,New Jersey,6096665460,http://www.vinylbrewingnj.com,United States,Northeast,Middle Atlantic,-74.80690714,39.6330492
Virginia City Brewery & Taphouse,brewpub,62 North C Street Virginia City Nevada 89440,Nevada,7758477064,http://www.virginiacitybreweryandtaphouse.com,United States,West,Mountain,-119.64826399999998,39.314358
Vis Major Brewing Co,brewpub,3501 Center St Omaha Nebraska 68105-2423,Nebraska,4028844082,http://www.vismajorbrewing.com,United States,Midwest,West North Central,-95.964461,41.241419
Volunteer Brewing Company,micro,120 W Main St Middletown Delaware 19709-1040,Delaware,3024640822,http://www.VolunteerBrewing.com,United States,South,South Atlantic,-75.71959161,39.44942786
Von Ebert Brewing,brewpub,131 NW 13th Ave Portland Oregon 97209-4110,Oregon,5038207721,http://vonebertbrewing.com,United States,West,Pacific,-122.68430579999999,45.52389727
Von Scheidt Brewing Co,closed,157 2nd Ave W Twin Falls Idaho 83301-6015,Idaho,2083299608,http://www.vonscheidtbrewing.com,United States,West,Mountain,-114.471756,42.55561943
Von Trapp Brewing,micro,1333 Luce Hill Rd Stowe Vermont 5672,Vermont,8022535750,http://www.trappfamily.com,United States,Northeast,New England,-72.791432,44.470714
Voodoo Brewing Co,brewpub,215 1/2 Arch St Meadville Pennsylvania 16335-3432,Pennsylvania,8143373676,http://www.voodoobrewery.com,United States,Northeast,Middle Atlantic,-80.154209,41.637124
